,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position,Last Season,playerStrippedEspn,EspnHeadshot
442,8468639.0,John-Michael Liles,BOS,D,https://assets.nhle.com/mugs/nhl/20162017/BOS/8468639.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,26.0,johnmichaelliles,44.0,1980-11-25,Indianapolis,IN,USA,USA,70.0,185.0,2000,COL,5,29,159,2016-2017,johnmichaelliles,
443,8468208.0,Joel Ward,SJS,R,https://assets.nhle.com/mugs/nhl/20172018/SJS/8468208.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,42.0,joelward,44.0,1980-12-02,North York,ON,CAN,CAN,73.0,225.0,-,-,-,-,-,2017-2018,joelward,
444,8468560.0,Ryan Bayda,CAR,L,https://assets.nhle.com/mugs/nhl/20082009/CAR/8468560.png,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,18.0,ryanbayda,44.0,1980-12-09,Saskatoon,SK,CAN,CAN,71.0,185.0,2000,CAR,3,15,80,2008-2009,ryanbayda,
445,8469820.0,Zenon Konopka,BUF,C,https://assets.nhle.com/mugs/nhl/20132014/BUF/8469820.png,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,24.0,zenonkonopka,44.0,1981-01-02,Niagara on the Lake,ON,CAN,CAN,72.0,213.0,-,-,-,-,-,2013-2014,zenonkonopka,
446,8468770.0,Simon Gamache,TOR,L,https://assets.nhle.com/mugs/nhl/20072008/TOR/8468770.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,39.0,simongamache,44.0,1981-01-03,Thetford Mines,QC,CAN,CAN,70.0,186.0,2000,ATL,9,29,290,2007-2008,simongamache,
447,8470578.0,Freddy Meyer,ATL,D,https://assets.nhle.com/mugs/nhl/20102011/ATL/8470578.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,24.0,freddymeyer,44.0,1981-01-04,Sanbornville,NH,USA,USA,70.0,185.0,-,-,-,-,-,2010-2011,freddymeyer,
448,8468509.0,Niklas Kronwall,DET,D,https://assets.nhle.com/mugs/nhl/20182019/DET/8468509.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,55.0,niklaskronwall,44.0,1981-01-12,Stockholm,,SWE,SWE,72.0,194.0,2000,DET,1,29,29,2018-2019,niklaskronwall,
449,8468568.0,Kurt Sauer,PHX,D,https://assets.nhle.com/mugs/nhl/20092010/PHX/8468568.png,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,44.0,kurtsauer,44.0,1981-01-16,St. Cloud,MN,USA,USA,76.0,222.0,2000,COL,3,23,88,2009-2010,kurtsauer,
450,8467882.0,Jamie Lundmark,TOR,C,https://assets.nhle.com/mugs/nhl/20092010/TOR/8467882.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,21.0,jamielundmark,44.0,1981-01-16,Edmonton,AB,CAN,CAN,72.0,197.0,1999,NYR,1,9,9,2009-2010,jamielundmark,
451,8467937.0,Mike Zigomanis,TOR,C,https://assets.nhle.com/mugs/nhl/20102011/TOR/8467937.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,26.0,michaelzigomanis,44.0,1981-01-17,Toronto,ON,CAN,CAN,72.0,200.0,2001,CAR,2,16,46,2010-2011,mikezigomanis,
452,8468482.0,Dany Heatley,ANA,L,https://assets.nhle.com/mugs/nhl/20142015/ANA/8468482.png,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,15.0,danyheatley,44.0,1981-01-21,Freiburg,,DEU,CAN,75.0,212.0,2000,ATL,1,2,2,2014-2015,danyheatley,
453,8467962.0,Kyle Wanvig,TBL,R,https://assets.nhle.com/mugs/nhl/20072008/TBL/8467962.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,46.0,kylewanvig,44.0,1981-01-29,Calgary,AB,CAN,CAN,74.0,210.0,2001,MIN,2,6,36,2007-2008,kylewanvig,
454,8467896.0,Steve McCarthy,ATL,D,https://assets.nhle.com/mugs/nhl/20072008/ATL/8467896.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,5.0,stevemccarthy,44.0,1981-02-03,Trail,BC,CAN,CAN,73.0,210.0,1999,CHI,1,23,23,2007-2008,stevemccarthy,
455,8467880.0,Kris Beech,PIT,C,https://assets.nhle.com/mugs/nhl/20072008/PIT/8467880.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,14.0,krisbeech,44.0,1981-02-05,Salmon Arm,BC,CAN,CAN,75.0,211.0,1999,WSH,1,7,7,2007-2008,krisbeech,
456,8468517.0,Andy Hilbert,MIN,L,https://assets.nhle.com/mugs/nhl/20092010/MIN/8468517.png,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,11.0,andyhilbert,44.0,1981-02-06,Howell,MI,USA,USA,70.0,188.0,2000,BOS,2,7,37,2009-2010,andyhilbert,
457,8468510.0,Jeff Taffe,MIN,L,https://assets.nhle.com/mugs/nhl/20112012/MIN/8468510.png,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,23.0,jefftaffe,44.0,1981-02-19,Hastings,MN,USA,USA,75.0,207.0,2000,STL,1,30,30,2011-2012,jefftaffe,
458,8467906.0,Jonas Andersson,VAN,R,https://assets.nhle.com/mugs/nhl/20102011/VAN/8467906.png,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,24.0,jonasandersson,44.0,1981-02-24,Lidingo,,SWE,SWE,75.0,204.0,1999,NSH,2,5,33,2010-2011,jonasandersson,
459,8469795.0,Kevin Dallman,LAK,D,https://assets.nhle.com/mugs/nhl/20072008/LAK/8469795.png,https://assets.nhle.com/logos/nhl/svg/LAK_20022003-20092010_light.svg,38.0,kevindallman,44.0,1981-02-26,Niagara Falls,ON,CAN,CAN,71.0,195.0,-,-,-,-,-,2007-2008,kevindallman,
460,8468515.0,Brad Winchester,SJS,L,https://assets.nhle.com/mugs/nhl/20112012/SJS/8468515.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,15.0,bradwinchester,44.0,1981-03-01,Madison,WI,USA,USA,77.0,230.0,2000,EDM,2,5,35,2011-2012,bradwinchester,
461,8468599.0,Brian Fahey,WSH,D,https://assets.nhle.com/mugs/nhl/20102011/WSH/8468599.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,44.0,brianfahey,44.0,1981-03-02,Glenview,IL,USA,USA,73.0,216.0,2000,COL,4,23,119,2010-2011,brianfahey,
462,8467890.0,Barret Jackman,NSH,D,https://assets.nhle.com/mugs/nhl/20152016/NSH/8467890.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,5.0,barretjackman,44.0,1981-03-05,Trail,BC,CAN,CAN,72.0,203.0,1999,STL,1,17,17,2015-2016,barretjackman,
463,8468542.0,Paul Martin,SJS,D,https://assets.nhle.com/mugs/nhl/20172018/SJS/8468542.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,7.0,paulmartin,44.0,1981-03-05,Minneapolis,MN,USA,USA,73.0,200.0,2000,N.J,2,32,62,2017-2018,paulmartin,
464,8471004.0,Aaron MacKenzie,COL,D,https://assets.nhle.com/mugs/nhl/20082009/COL/8471004.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,34.0,aaronmackenzie,44.0,1981-03-07,Terrace bay,ON,CAN,CAN,73.0,195.0,-,-,-,-,-,2008-2009,aaronmackenzie,
465,8468846.0,Tyler Sloan,WSH,D,https://assets.nhle.com/mugs/nhl/20102011/WSH/8468846.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,89.0,tylersloan,44.0,1981-03-15,Calgary,AB,CAN,CAN,76.0,214.0,-,-,-,-,-,2010-2011,tylersloan,
466,8468647.0,Craig Weller,MIN,R,https://assets.nhle.com/mugs/nhl/20082009/MIN/8468647.png,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,12.0,craigweller,44.0,1981-03-17,Calgary,AB,CAN,CAN,76.0,220.0,2000,STL,5,37,167,2008-2009,craigweller,
467,8468493.0,Ron Hainsey,OTT,D,https://assets.nhle.com/mugs/nhl/20192020/OTT/8468493.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,81.0,ronhainsey,44.0,1981-03-24,Bolton,CT,USA,USA,75.0,201.0,2000,MTL,1,13,13,2019-2020,ronhainsey,
468,8468584.0,Jon Disalvatore,MIN,R,https://assets.nhle.com/mugs/nhl/20112012/MIN/8468584.png,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,29.0,jondisalvatore,44.0,1981-03-30,Bangor,ME,USA,USA,73.0,200.0,2000,S.J,4,8,104,2011-2012,jondisalvatore,
469,8467910.0,Nolan Yonkman,ANA,D,https://assets.nhle.com/mugs/nhl/20132014/ANA/8467910.png,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,40.0,nolanyonkman,44.0,1981-04-01,Punnichy,SK,CAN,CAN,78.0,247.0,1999,WSH,2,9,37,2013-2014,nolanyonkman,
470,8467909.0,Alexei Semenov,SJS,D,https://assets.nhle.com/mugs/nhl/20082009/SJS/8467909.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,21.0,alexeisemenov,44.0,1981-04-10,Murmansk,,RUS,RUS,78.0,245.0,1999,EDM,2,8,36,2008-2009,alexeisemenov,
471,8470358.0,Alexandre Burrows,OTT,R,https://assets.nhle.com/mugs/nhl/20172018/OTT/8470358.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,14.0,alexandreburrows,44.0,1981-04-11,Pincourt,QC,CAN,CAN,73.0,197.0,-,-,-,-,-,2017-2018,alexandreburrows,
472,8470225.0,Ilkka Pikkarainen,NJD,R,https://assets.nhle.com/mugs/nhl/20092010/NJD/8470225.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,17.0,ilkkapikkarainen,44.0,1981-04-19,Sonkajärvi,,FIN,FIN,74.0,215.0,2002,N.J,7,21,218,2009-2010,ilkkapikkarainen,
473,8467899.0,Martin Havlat,STL,R,https://assets.nhle.com/mugs/nhl/20152016/STL/8467899.png,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,29.0,martinhavlat,44.0,1981-04-19,Mlada Boleslav,,CZE,CZE,74.0,210.0,1999,OTT,1,26,26,2015-2016,martinhavlat,
474,8476086.0,Justin Johnson,NYI,R,https://assets.nhle.com/mugs/nhl/20132014/NYI/8476086.png,https://assets.nhle.com/logos/nhl/svg/NYI_20102011-20162017_light.svg,49.0,justinjohnson,44.0,1981-05-05,Anchorage,AK,USA,USA,73.0,220.0,-,-,-,-,-,2013-2014,justinjohnson,
475,8468707.0,Guillaume Lefebvre,BOS,L,https://assets.nhle.com/mugs/nhl/20092010/BOS/8468707.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,92.0,guillaumelefebvre,44.0,1981-05-07,Amos,QC,CAN,CAN,73.0,200.0,2000,PHI,7,30,227,2009-2010,guillaumelefebvre,
476,8467878.0,Tim Connolly,TOR,C,https://assets.nhle.com/mugs/nhl/20112012/TOR/8467878.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,12.0,timconnolly,44.0,1981-05-07,Syracuse,NY,USA,USA,73.0,190.0,1999,NYI,1,5,5,2011-2012,timconnolly,
477,8468626.0,David Koci,COL,L,https://assets.nhle.com/mugs/nhl/20102011/COL/8468626.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,28.0,davidkoci,44.0,1981-05-12,Prague,,CZE,CZE,78.0,238.0,2000,PIT,5,16,146,2010-2011,davidkoci,
478,8471996.0,Bracken Kearns,NYI,C,https://assets.nhle.com/mugs/nhl/20162017/NYI/8471996.png,https://assets.nhle.com/logos/nhl/svg/NYI_20102011-20162017_light.svg,,brackenkearns,44.0,1981-05-12,North Vancouver,BC,CAN,CAN,72.0,188.0,-,-,-,-,-,2016-2017,brackenkearns,
479,8468001.0,Derek MacKenzie,FLA,C,https://assets.nhle.com/mugs/nhl/20182019/FLA/8468001.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,17.0,derekmackenzie,44.0,1981-06-11,Sudbury,ON,CAN,CAN,71.0,177.0,1999,ATL,5,2,128,2018-2019,derekmackenzie,
480,8468085.0,Radim Vrbata,FLA,R,https://assets.nhle.com/mugs/nhl/20172018/FLA/8468085.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,71.0,radimvrbata,44.0,1981-06-13,Mlada Boleslav,,CZE,CZE,73.0,194.0,1999,COL,7,26,212,2017-2018,radimvrbata,
481,8468682.0,Ryan Caldwell,PHX,D,https://assets.nhle.com/mugs/nhl/20072008/PHX/8468682.png,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,29.0,ryancaldwell,44.0,1981-06-15,Deloraine,MB,CAN,CAN,74.0,174.0,2000,NYI,7,5,202,2007-2008,ryancaldwell,
482,8467939.0,Dan Jancevski,DAL,D,https://assets.nhle.com/mugs/nhl/20082009/DAL/8467939.png,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,4.0,danjancevski,44.0,1981-06-15,Windsor,ON,CAN,CAN,75.0,222.0,1999,DAL,2,38,66,2008-2009,danjancevski,
483,8468086.0,Alexandre Giroux,CBJ,L,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8468086.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,28.0,alexandregiroux,44.0,1981-06-16,Quebec City,QC,CAN,CAN,75.0,208.0,1999,OTT,7,27,213,2011-2012,alexandregiroux,
484,8469598.0,Kevin Bieksa,ANA,D,https://assets.nhle.com/mugs/nhl/20172018/ANA/8469598.png,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,3.0,kevinbieksa,44.0,1981-06-16,Grimsby,ON,CAN,CAN,73.0,197.0,2001,VAN,5,20,151,2017-2018,kevinbieksa,
485,8468611.0,Matt Hendricks,WPG,C,https://assets.nhle.com/mugs/nhl/20182019/WPG/8468611.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,15.0,matthendricks,44.0,1981-06-17,Blaine,MN,USA,USA,72.0,211.0,2000,NSH,5,1,131,2018-2019,matthendricks,
486,8468502.0,David Hale,OTT,D,https://assets.nhle.com/mugs/nhl/20102011/OTT/8468502.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,36.0,davidhale,44.0,1981-06-18,Colorado Springs,CO,USA,USA,73.0,222.0,2000,N.J,1,22,22,2010-2011,davidhale,
487,8468881.0,Jason Jaffray,WPG,L,https://assets.nhle.com/mugs/nhl/20112012/WPG/8468881.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,41.0,jasonjaffray,44.0,1981-06-30,Olds,AB,CAN,CAN,73.0,195.0,-,-,-,-,-,2011-2012,jasonjaffray,
488,8469626.0,Andrew Alberts,VAN,D,https://assets.nhle.com/mugs/nhl/20132014/VAN/8469626.png,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,41.0,andrewalberts,44.0,1981-06-30,Minneapolis,MN,USA,USA,77.0,218.0,2001,BOS,6,14,179,2013-2014,andrewalberts,
489,8469672.0,Aaron Voros,ANA,L,https://assets.nhle.com/mugs/nhl/20102011/ANA/8469672.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,34.0,aaronvoros,44.0,1981-07-02,Vancouver,BC,CAN,CAN,74.0,210.0,2001,N.J,8,2,229,2010-2011,aaronvoros,
490,8475381.0,Mika Pyorala,PHI,C,https://assets.nhle.com/mugs/nhl/20092010/PHI/8475381.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,27.0,mikapyorala,44.0,1981-07-13,Oulu,,FIN,FIN,72.0,190.0,-,-,-,-,-,2009-2010,mikapyorala,
491,8469619.0,Dennis Seidenberg,NYI,D,https://assets.nhle.com/mugs/nhl/20172018/NYI/8469619.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,44.0,dennisseidenberg,44.0,1981-07-18,Schwenningen,,DEU,DEU,72.0,199.0,2001,PHI,6,7,172,2017-2018,dennisseidenberg,
492,8470905.0,Randy Jones,WPG,D,https://assets.nhle.com/mugs/nhl/20112012/WPG/8470905.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,12.0,randyjones,44.0,1981-07-23,Quispamsis,NB,CAN,CAN,74.0,210.0,-,-,-,-,-,2011-2012,randyjones,
493,8468499.0,Krys Kolanos,CGY,C,https://assets.nhle.com/mugs/nhl/20112012/CGY/8468499.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,8.0,kryskolanos,44.0,1981-07-27,Calgary,AB,CAN,CAN,74.0,195.0,2000,PHX,1,19,19,2011-2012,kryskolanos,
494,8473687.0,Trevor Frischmon,CBJ,C,https://assets.nhle.com/mugs/nhl/20092010/CBJ/8473687.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,28.0,trevorfrischmon,44.0,1981-08-05,Ham Lake,MN,USA,USA,72.0,202.0,-,-,-,-,-,2009-2010,trevorfrischmon,
495,8468090.0,Garnet Exelby,TOR,D,https://assets.nhle.com/mugs/nhl/20092010/TOR/8468090.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,34.0,garnetexelby,43.0,1981-08-16,Craik,SK,CAN,CAN,73.0,215.0,1999,ATL,8,2,217,2009-2010,garnetexelby,
496,8467881.0,Taylor Pyatt,PIT,L,https://assets.nhle.com/mugs/nhl/20132014/PIT/8467881.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,17.0,taylorpyatt,43.0,1981-08-19,Thunder Bay,ON,CAN,CAN,76.0,230.0,1999,NYI,1,8,8,2013-2014,taylorpyatt,
497,8473867.0,Greg Rallo,FLA,C,https://assets.nhle.com/mugs/nhl/20122013/FLA/8473867.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,37.0,gregrallo,43.0,1981-08-26,Gurnee,IL,USA,USA,72.0,195.0,-,-,-,-,-,2012-2013,gregrallo,
498,8468064.0,Martin Erat,ARI,R,https://assets.nhle.com/mugs/nhl/20142015/ARI/8468064.png,https://assets.nhle.com/logos/nhl/svg/ARI_20142015-20202021_light.svg,10.0,martinerat,43.0,1981-08-29,Trebic,,CZE,CZE,72.0,196.0,1999,NSH,7,5,191,2014-2015,martinerat,
499,8470018.0,Matt Ellis,BUF,L,https://assets.nhle.com/mugs/nhl/20142015/BUF/8470018.png,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,37.0,mattellis,43.0,1981-08-31,Welland,ON,CAN,CAN,72.0,208.0,-,-,-,-,-,2014-2015,mattellis,
500,8467977.0,Brian McGrattan,CGY,R,https://assets.nhle.com/mugs/nhl/20142015/CGY/8467977.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,40.0,brianmcgrattan,43.0,1981-09-02,Hamilton,ON,CAN,CAN,76.0,235.0,1999,L.A,4,8,104,2014-2015,brianmcgrattan,
501,8469656.0,Jason King,ANA,R,https://assets.nhle.com/mugs/nhl/20072008/ANA/8469656.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,42.0,jasonking,43.0,1981-09-14,Corner Brook,NL,CAN,CAN,72.0,193.0,2001,VAN,7,16,212,2007-2008,jasonking,
502,8470743.0,Lasse Kukkonen,PHI,D,https://assets.nhle.com/mugs/nhl/20082009/PHI/8470743.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,3.0,lassekukkonen,43.0,1981-09-18,Oulu,,FIN,FIN,72.0,190.0,2003,CHI,5,15,151,2008-2009,lassekukkonen,
503,8471359.0,Janne Niskala,TBL,D,https://assets.nhle.com/mugs/nhl/20082009/TBL/8471359.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,29.0,janneniskala,43.0,1981-09-22,Vasteras,,SWE,FIN,72.0,187.0,2004,NSH,5,18,147,2008-2009,janneniskala,
504,8469665.0,Johnny Oduya,PHI,D,https://assets.nhle.com/mugs/nhl/20172018/PHI/8469665.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,29.0,johnnyoduya,43.0,1981-10-01,Stockholm,,SWE,SWE,72.0,191.0,2001,WSH,7,25,221,2017-2018,johnoduya,
505,8468508.0,Justin Williams,CAR,R,https://assets.nhle.com/mugs/nhl/20192020/CAR/8468508.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,14.0,justinwills,43.0,1981-10-04,Cobourg,ON,CAN,CAN,73.0,184.0,2000,PHI,1,28,28,2019-2020,justinwilliams,
506,8468485.0,Raffi Torres,SJS,L,https://assets.nhle.com/mugs/nhl/20132014/SJS/8468485.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,13.0,raffitorres,43.0,1981-10-08,Toronto,ON,CAN,CAN,72.0,215.0,2000,NYI,1,5,5,2013-2014,raffitorres,
507,8468496.0,Marcel Hossa,PHX,L,https://assets.nhle.com/mugs/nhl/20072008/PHX/8468496.png,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,81.0,marcelhossa,43.0,1981-10-12,Ilava,,SVK,SVK,75.0,220.0,2000,MTL,1,16,16,2007-2008,marcelhossa,
508,8472365.0,Bobby Robins,BOS,R,https://assets.nhle.com/mugs/nhl/20142015/BOS/8472365.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,64.0,bobbyrobins,43.0,1981-10-17,Rhinelander,WI,USA,USA,73.0,220.0,-,-,-,-,-,2014-2015,bobbyrobins,
509,8468732.0,Darryl Bootland,NYI,R,https://assets.nhle.com/mugs/nhl/20072008/NYI/8468732.png,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,27.0,darrylbootland,43.0,1981-11-02,Toronto,ON,CAN,CAN,73.0,197.0,2000,COL,8,23,252,2007-2008,darrylbootland,
510,8469685.0,Andrew Murray,STL,C,https://assets.nhle.com/mugs/nhl/20122013/STL/8469685.png,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,23.0,andrewmurray,43.0,1981-11-06,Selkirk,MB,CAN,CAN,74.0,210.0,2001,CBJ,8,15,242,2012-2013,andrewmurray,
511,8469490.0,Tim Jackman,ANA,R,https://assets.nhle.com/mugs/nhl/20152016/ANA/8469490.png,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,,timjackman,43.0,1981-11-14,Minot,ND,USA,USA,74.0,188.0,2001,CBJ,2,8,38,2015-2016,timjackman,
512,8469542.0,Stephane Veilleux,MIN,L,https://assets.nhle.com/mugs/nhl/20142015/MIN/8469542.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,19.0,stephaneveilleux,43.0,1981-11-16,Beauceville,QC,CAN,CAN,73.0,200.0,2001,MIN,3,30,93,2014-2015,stephaneveilleux,
513,8470383.0,Chris Minard,EDM,L,https://assets.nhle.com/mugs/nhl/20092010/EDM/8470383.png,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,45.0,chrisminard,43.0,1981-11-18,Owen sound,ON,CAN,CAN,73.0,190.0,-,-,-,-,-,2009-2010,chrisminard,
514,8468520.0,Kurtis Foster,PHI,D,https://assets.nhle.com/mugs/nhl/20122013/PHI/8468520.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,3.0,kurtisfoster,43.0,1981-11-24,Carp,ON,CAN,CAN,77.0,225.0,2000,CGY,2,10,40,2012-2013,kurtisfoster,
515,8469919.0,Thomas Pock,NYI,D,https://assets.nhle.com/mugs/nhl/20082009/NYI/8469919.png,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,17.0,thomaspock,43.0,1981-12-02,Klagenfurt,,AUT,AUT,73.0,210.0,-,-,-,-,-,2008-2009,thomaspock,
516,8471504.0,Rene Bourque,COL,R,https://assets.nhle.com/mugs/nhl/20162017/COL/8471504.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,17.0,renebourque,43.0,1981-12-10,Lac La Biche,AB,CAN,CAN,74.0,217.0,-,-,-,-,-,2016-2017,renebourque,
517,8469544.0,Patrick Sharp,CHI,L,https://assets.nhle.com/mugs/nhl/20172018/CHI/8469544.png,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,10.0,patsharp,43.0,1981-12-27,Winnipeg,MB,CAN,CAN,73.0,200.0,2001,PHI,3,32,95,2017-2018,patsharp,
518,8469664.0,David Moss,ARI,R,https://assets.nhle.com/mugs/nhl/20142015/ARI/8469664.png,https://assets.nhle.com/logos/nhl/svg/ARI_20142015-20202021_light.svg,18.0,davidmoss,43.0,1981-12-28,Livonia,MI,USA,USA,76.0,210.0,2001,CGY,7,24,220,2014-2015,davidmoss,
519,8470065.0,Ryan Craig,CBJ,C,https://assets.nhle.com/mugs/nhl/20142015/CBJ/8470065.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,12.0,ryancraig,43.0,1982-01-06,Abbotsford,BC,CAN,CAN,74.0,213.0,2002,T.B,8,26,255,2014-2015,ryancraig,
520,8471187.0,Brett Lebda,CBJ,D,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471187.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,23.0,brettlebda,43.0,1982-01-15,Buffalo Grove,IL,USA,USA,69.0,195.0,-,-,-,-,-,2011-2012,brettlebda,
521,8469460.0,Mike Komisarek,CAR,D,https://assets.nhle.com/mugs/nhl/20132014/CAR/8469460.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,5.0,michaelkomisarek,43.0,1982-01-19,West Islip,NY,USA,USA,76.0,235.0,2001,MTL,1,7,7,2013-2014,mikekomisarek,
522,8468714.0,Janis Sprukts,FLA,C,https://assets.nhle.com/mugs/nhl/20082009/FLA/8468714.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,40.0,janissprukts,43.0,1982-01-31,Riga,,LVA,LVA,75.0,235.0,2000,FLA,8,5,234,2008-2009,jjsprukts,
523,8468700.0,Paul Gaustad,NSH,C,https://assets.nhle.com/mugs/nhl/20152016/NSH/8468700.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,28.0,paulgaustad,43.0,1982-02-03,Fargo,ND,USA,USA,77.0,227.0,2000,BUF,7,23,220,2015-2016,paulgaustad,
524,8469575.0,Christoph Schubert,ATL,D,https://assets.nhle.com/mugs/nhl/20092010/ATL/8469575.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,16.0,christophschubert,43.0,1982-02-05,Munich,,DEU,DEU,75.0,230.0,2001,OTT,4,31,127,2009-2010,christophschubert,
525,8468518.0,Tomas Kopecky,FLA,R,https://assets.nhle.com/mugs/nhl/20142015/FLA/8468518.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,82.0,tomaskopecky,43.0,1982-02-05,Ilava,,SVK,SVK,75.0,210.0,2000,DET,2,8,38,2014-2015,tomaskopecky,
